Product_Name,List_Price,Sell_Start_Date,Sell_End_Date
Hex Nut 17,0.0000,4/30/2008 12:00:00 AM,
Hex Nut 18,0.0000,4/30/2008 12:00:00 AM,
Hex Nut 19,0.0000,4/30/2008 12:00:00 AM,
Hex Nut 2,0.0000,4/30/2008 12:00:00 AM,
Hex Nut 20,0.0000,4/30/2008 12:00:00 AM,
Hex Nut 21,0.0000,4/30/2008 12:00:00 AM,
Hex Nut 22,0.0000,4/30/2008 12:00:00 AM,
Hex Nut 23,0.0000,4/30/2008 12:00:00 AM,
Hex Nut 3,0.0000,4/30/2008 12:00:00 AM,
Hex Nut 4,0.0000,4/30/2008 12:00:00 AM,
Hex Nut 5,0.0000,4/30/2008 12:00:00 AM,
Hex Nut 6,0.0000,4/30/2008 12:00:00 AM,
Hex Nut 7,0.0000,4/30/2008 12:00:00 AM,
Hex Nut 8,0.0000,4/30/2008 12:00:00 AM,
Hex Nut 9,0.0000,4/30/2008 12:00:00 AM,
Hitch Rack - 4-Bike,120.0000,5/30/2013 12:00:00 AM,
HL Bottom Bracket,121.4900,5/30/2013 12:00:00 AM,
HL Crankarm,0.0000,4/30/2008 12:00:00 AM,
HL Crankset,404.9900,5/30/2013 12:00:00 AM,
HL Fork,229.4900,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
HL Grip Tape,0.0000,4/30/2008 12:00:00 AM,
HL Headset,124.7300,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
HL Hub,0.0000,4/30/2008 12:00:00 AM,
"HL Mountain Frame - Black, 38",1349.6000,5/31/2011 12:00:00 AM,
"HL Mountain Frame - Black, 42",1349.6000,5/31/2011 12:00:00 AM,
"HL Mountain Frame - Black, 44",1349.6000,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"HL Mountain Frame - Black, 46",1349.6000,5/31/2011 12:00:00 AM,
"HL Mountain Frame - Black, 48",1349.6000,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"HL Mountain Frame - Silver, 38",1364.5000,5/31/2011 12:00:00 AM,
"HL Mountain Frame - Silver, 42",1364.5000,5/31/2011 12:00:00 AM,
"HL Mountain Frame - Silver, 44",1364.5000,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"HL Mountain Frame - Silver, 46",1364.5000,5/31/2011 12:00:00 AM,
"HL Mountain Frame - Silver, 48",1364.5000,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
HL Mountain Front Wheel,300.2150,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
HL Mountain Handlebars,120.2700,5/30/2012 12:00:00 AM,
HL Mountain Pedal,80.9900,5/30/2013 12:00:00 AM,
HL Mountain Rear Wheel,327.2150,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
HL Mountain Rim,0.0000,4/30/2008 12:00:00 AM,
HL Mountain Seat Assembly,196.9200,4/30/2008 12:00:00 AM,
HL Mountain Seat/Saddle,52.6400,5/30/2013 12:00:00 AM,
HL Mountain Tire,35.0000,5/30/2013 12:00:00 AM,
HL Nipple,0.0000,4/30/2008 12:00:00 AM,
"HL Road Frame - Black, 44",1431.5000,5/30/2012 12:00:00 AM,
"HL Road Frame - Black, 48",1431.5000,5/30/2012 12:00:00 AM,
"HL Road Frame - Black, 52",1431.5000,5/30/2012 12:00:00 AM,
"HL Road Frame - Black, 58",1431.5000,4/30/2008 12:00:00 AM,
"HL Road Frame - Black, 62",1431.5000,5/30/2012 12:00:00 AM,
"HL Road Frame - Red, 44",1431.5000,5/31/2011 12:00:00 AM,
"HL Road Frame - Red, 48",1431.5000,5/31/2011 12:00:00 AM,
"HL Road Frame - Red, 52",1431.5000,5/31/2011 12:00:00 AM,
"HL Road Frame - Red, 56",1431.5000,5/31/2011 12:00:00 AM,
"HL Road Frame - Red, 58",1431.5000,4/30/2008 12:00:00 AM,
"HL Road Frame - Red, 62",1431.5000,5/31/2011 12:00:00 AM,
HL Road Front Wheel,330.0600,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
HL Road Handlebars,120.2700,5/30/2012 12:00:00 AM,
HL Road Pedal,80.9900,5/30/2013 12:00:00 AM,
HL Road Rear Wheel,357.0600,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
HL Road Rim,0.0000,4/30/2008 12:00:00 AM,
HL Road Seat Assembly,196.9200,4/30/2008 12:00:00 AM,
HL Road Seat/Saddle,52.6400,5/30/2013 12:00:00 AM,
HL Road Tire,32.6000,5/30/2013 12:00:00 AM,
HL Shell,0.0000,4/30/2008 12:00:00 AM,
HL Spindle/Axle,0.0000,4/30/2008 12:00:00 AM,
"HL Touring Frame - Blue, 46",1003.9100,5/30/2013 12:00:00 AM,
"HL Touring Frame - Blue, 50",1003.9100,5/30/2013 12:00:00 AM,
"HL Touring Frame - Blue, 54",1003.9100,5/30/2013 12:00:00 AM,
"HL Touring Frame - Blue, 60",1003.9100,5/30/2013 12:00:00 AM,
"HL Touring Frame - Yellow, 46",1003.9100,5/30/2013 12:00:00 AM,
"HL Touring Frame - Yellow, 50",1003.9100,5/30/2013 12:00:00 AM,
"HL Touring Frame - Yellow, 54",1003.9100,5/30/2013 12:00:00 AM,
"HL Touring Frame - Yellow, 60",1003.9100,5/30/2013 12:00:00 AM,
HL Touring Handlebars,91.5700,5/30/2013 12:00:00 AM,
HL Touring Seat Assembly,196.9200,4/30/2008 12:00:00 AM,
HL Touring Seat/Saddle,52.6400,5/30/2013 12:00:00 AM,
Hydration Pack - 70 oz.,54.9900,5/30/2013 12:00:00 AM,
Internal Lock Washer 1,0.0000,4/30/2008 12:00:00 AM,
Internal Lock Washer 10,0.0000,4/30/2008 12:00:00 AM,
Internal Lock Washer 2,0.0000,4/30/2008 12:00:00 AM,
Internal Lock Washer 3,0.0000,4/30/2008 12:00:00 AM,
Internal Lock Washer 4,0.0000,4/30/2008 12:00:00 AM,
Internal Lock Washer 5,0.0000,4/30/2008 12:00:00 AM,
Internal Lock Washer 6,0.0000,4/30/2008 12:00:00 AM,
Internal Lock Washer 7,0.0000,4/30/2008 12:00:00 AM,
Internal Lock Washer 8,0.0000,4/30/2008 12:00:00 AM,
Internal Lock Washer 9,0.0000,4/30/2008 12:00:00 AM,
Keyed Washer,0.0000,4/30/2008 12:00:00 AM,
LL Bottom Bracket,53.9900,5/30/2013 12:00:00 AM,
LL Crankarm,0.0000,4/30/2008 12:00:00 AM,
LL Crankset,175.4900,5/30/2013 12:00:00 AM,
LL Fork,148.2200,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
LL Grip Tape,0.0000,4/30/2008 12:00:00 AM,
LL Headset,34.2000,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
LL Hub,0.0000,4/30/2008 12:00:00 AM,
"LL Mountain Frame - Black, 40",249.7900,5/30/2013 12:00:00 AM,
"LL Mountain Frame - Black, 42",249.7900,5/30/2013 12:00:00 AM,
"LL Mountain Frame - Black, 44",249.7900,5/30/2013 12:00:00 AM,
"LL Mountain Frame - Black, 48",249.7900,5/30/2013 12:00:00 AM,
"LL Mountain Frame - Black, 52",249.7900,5/30/2013 12:00:00 AM,
"LL Mountain Frame - Silver, 40",264.0500,5/30/2013 12:00:00 AM,
"LL Mountain Frame - Silver, 42",264.0500,5/30/2013 12:00:00 AM,
"LL Mountain Frame - Silver, 44",264.0500,5/30/2013 12:00:00 AM,
"LL Mountain Frame - Silver, 48",264.0500,5/30/2013 12:00:00 AM,
"LL Mountain Frame - Silver, 52",264.0500,5/30/2013 12:00:00 AM,
LL Mountain Front Wheel,60.7450,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
LL Mountain Handlebars,44.5400,5/30/2012 12:00:00 AM,
LL Mountain Pedal,40.4900,5/30/2013 12:00:00 AM,
LL Mountain Rear Wheel,87.7450,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
LL Mountain Rim,0.0000,4/30/2008 12:00:00 AM,
LL Mountain Seat Assembly,133.3400,4/30/2008 12:00:00 AM,
LL Mountain Seat/Saddle,27.1200,5/30/2013 12:00:00 AM,
LL Mountain Tire,24.9900,5/30/2013 12:00:00 AM,
LL Nipple,0.0000,4/30/2008 12:00:00 AM,
"LL Road Frame - Black, 44",337.2200,5/31/2011 12:00:00 AM,
"LL Road Frame - Black, 48",337.2200,5/31/2011 12:00:00 AM,
"LL Road Frame - Black, 52",337.2200,5/31/2011 12:00:00 AM,
"LL Road Frame - Black, 58",337.2200,5/31/2011 12:00:00 AM,
"LL Road Frame - Black, 60",337.2200,5/31/2011 12:00:00 AM,
"LL Road Frame - Black, 62",337.2200,5/31/2011 12:00:00 AM,
"LL Road Frame - Red, 44",337.2200,5/31/2011 12:00:00 AM,5/29/2013 12:00:00 AM
"LL Road Frame - Red, 48",337.2200,5/31/2011 12:00:00 AM,5/29/2013 12:00:00 AM
"LL Road Frame - Red, 52",337.2200,5/31/2011 12:00:00 AM,5/29/2013 12:00:00 AM
"LL Road Frame - Red, 58",337.2200,5/31/2011 12:00:00 AM,5/29/2013 12:00:00 AM
"LL Road Frame - Red, 60",337.2200,5/31/2011 12:00:00 AM,5/29/2013 12:00:00 AM
"LL Road Frame - Red, 62",337.2200,5/31/2011 12:00:00 AM,5/29/2013 12:00:00 AM
LL Road Front Wheel,85.5650,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
LL Road Handlebars,44.5400,5/30/2012 12:00:00 AM,
LL Road Pedal,40.4900,5/30/2013 12:00:00 AM,
LL Road Rear Wheel,112.5650,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
LL Road Rim,0.0000,4/30/2008 12:00:00 AM,
LL Road Seat Assembly,133.3400,4/30/2008 12:00:00 AM,
LL Road Seat/Saddle,27.1200,5/30/2013 12:00:00 AM,
LL Road Tire,21.4900,5/30/2013 12:00:00 AM,
LL Shell,0.0000,4/30/2008 12:00:00 AM,
LL Spindle/Axle,0.0000,4/30/2008 12:00:00 AM,
"LL Touring Frame - Blue, 44",333.4200,5/30/2013 12:00:00 AM,
"LL Touring Frame - Blue, 50",333.4200,5/30/2013 12:00:00 AM,
"LL Touring Frame - Blue, 54",333.4200,5/30/2013 12:00:00 AM,
"LL Touring Frame - Blue, 58",333.4200,5/30/2013 12:00:00 AM,
"LL Touring Frame - Blue, 62",333.4200,5/30/2013 12:00:00 AM,
"LL Touring Frame - Yellow, 44",333.4200,5/30/2013 12:00:00 AM,
"LL Touring Frame - Yellow, 50",333.4200,5/30/2013 12:00:00 AM,
"LL Touring Frame - Yellow, 54",333.4200,5/30/2013 12:00:00 AM,
"LL Touring Frame - Yellow, 58",333.4200,5/30/2013 12:00:00 AM,
"LL Touring Frame - Yellow, 62",333.4200,5/30/2013 12:00:00 AM,
LL Touring Handlebars,46.0900,5/30/2013 12:00:00 AM,
LL Touring Seat Assembly,133.3400,4/30/2008 12:00:00 AM,
LL Touring Seat/Saddle,27.1200,5/30/2013 12:00:00 AM,
Lock Nut 1,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 10,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 11,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 12,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 13,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 14,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 15,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 16,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 17,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 18,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 19,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 2,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 20,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 21,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 22,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 23,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 3,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 4,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 5,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 6,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 7,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 8,0.0000,4/30/2008 12:00:00 AM,
Lock Nut 9,0.0000,4/30/2008 12:00:00 AM,
Lock Ring,0.0000,4/30/2008 12:00:00 AM,
Lock Washer 1,0.0000,4/30/2008 12:00:00 AM,
Lock Washer 10,0.0000,4/30/2008 12:00:00 AM,
Lock Washer 11,0.0000,4/30/2008 12:00:00 AM,
Lock Washer 12,0.0000,4/30/2008 12:00:00 AM,
Lock Washer 13,0.0000,4/30/2008 12:00:00 AM,
Lock Washer 2,0.0000,4/30/2008 12:00:00 AM,
Lock Washer 3,0.0000,4/30/2008 12:00:00 AM,
Lock Washer 4,0.0000,4/30/2008 12:00:00 AM,
Lock Washer 5,0.0000,4/30/2008 12:00:00 AM,
Lock Washer 6,0.0000,4/30/2008 12:00:00 AM,
Lock Washer 7,0.0000,4/30/2008 12:00:00 AM,
Lock Washer 8,0.0000,4/30/2008 12:00:00 AM,
Lock Washer 9,0.0000,4/30/2008 12:00:00 AM,
"Long-Sleeve Logo Jersey, L",49.9900,5/31/2011 12:00:00 AM,
"Long-Sleeve Logo Jersey, M",49.9900,5/31/2011 12:00:00 AM,
"Long-Sleeve Logo Jersey, S",49.9900,5/31/2011 12:00:00 AM,
"Long-Sleeve Logo Jersey, XL",49.9900,5/31/2011 12:00:00 AM,
Lower Head Race,0.0000,4/30/2008 12:00:00 AM,
"Men's Bib-Shorts, L",89.9900,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
"Men's Bib-Shorts, M",89.9900,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
"Men's Bib-Shorts, S",89.9900,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
"Men's Sports Shorts, L",59.9900,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
"Men's Sports Shorts, M",59.9900,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
"Men's Sports Shorts, S",59.9900,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
"Men's Sports Shorts, XL",59.9900,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
Metal Angle,0.0000,4/30/2008 12:00:00 AM,
Metal Bar 1,0.0000,4/30/2008 12:00:00 AM,
Metal Bar 2,0.0000,4/30/2008 12:00:00 AM,
Metal Plate 1,0.0000,4/30/2008 12:00:00 AM,
Metal Plate 2,0.0000,4/30/2008 12:00:00 AM,
Metal Plate 3,0.0000,4/30/2008 12:00:00 AM,
Metal Sheet 1,0.0000,4/30/2008 12:00:00 AM,
Metal Sheet 2,0.0000,4/30/2008 12:00:00 AM,
Metal Sheet 3,0.0000,4/30/2008 12:00:00 AM,
Metal Sheet 4,0.0000,4/30/2008 12:00:00 AM,
Metal Sheet 5,0.0000,4/30/2008 12:00:00 AM,
Metal Sheet 6,0.0000,4/30/2008 12:00:00 AM,
Metal Sheet 7,0.0000,4/30/2008 12:00:00 AM,
Metal Tread Plate,0.0000,4/30/2008 12:00:00 AM,
Minipump,19.9900,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
ML Bottom Bracket,101.2400,5/30/2013 12:00:00 AM,
ML Crankarm,0.0000,4/30/2008 12:00:00 AM,
ML Crankset,256.4900,5/30/2013 12:00:00 AM,
ML Fork,175.4900,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
ML Grip Tape,0.0000,4/30/2008 12:00:00 AM,
ML Headset,102.2900,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
"ML Mountain Frame - Black, 38",348.7600,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
"ML Mountain Frame - Black, 40",348.7600,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
"ML Mountain Frame - Black, 44",348.7600,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
"ML Mountain Frame - Black, 48",348.7600,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
"ML Mountain Frame-W - Silver, 38",364.0900,5/30/2013 12:00:00 AM,
"ML Mountain Frame-W - Silver, 40",364.0900,5/30/2013 12:00:00 AM,
"ML Mountain Frame-W - Silver, 42",364.0900,5/30/2013 12:00:00 AM,
"ML Mountain Frame-W - Silver, 46",364.0900,5/30/2013 12:00:00 AM,
ML Mountain Front Wheel,209.0250,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
ML Mountain Handlebars,61.9200,5/30/2012 12:00:00 AM,
ML Mountain Pedal,62.0900,5/30/2013 12:00:00 AM,
ML Mountain Rear Wheel,236.0250,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
ML Mountain Rim,0.0000,4/30/2008 12:00:00 AM,
ML Mountain Seat Assembly,147.1400,4/30/2008 12:00:00 AM,
ML Mountain Seat/Saddle,39.1400,5/30/2013 12:00:00 AM,
ML Mountain Tire,29.9900,5/30/2013 12:00:00 AM,
"ML Road Frame - Red, 44",594.8300,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"ML Road Frame - Red, 48",594.8300,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"ML Road Frame - Red, 52",594.8300,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"ML Road Frame - Red, 58",594.8300,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"ML Road Frame - Red, 60",594.8300,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"ML Road Frame-W - Yellow, 38",594.8300,5/30/2012 12:00:00 AM,
"ML Road Frame-W - Yellow, 40",594.8300,5/30/2012 12:00:00 AM,
"ML Road Frame-W - Yellow, 42",594.8300,5/30/2012 12:00:00 AM,
"ML Road Frame-W - Yellow, 44",594.8300,5/30/2012 12:00:00 AM,
"ML Road Frame-W - Yellow, 48",594.8300,5/30/2012 12:00:00 AM,
ML Road Front Wheel,248.3850,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
ML Road Handlebars,61.9200,5/30/2012 12:00:00 AM,
ML Road Pedal,62.0900,5/30/2013 12:00:00 AM,
ML Road Rear Wheel,275.3850,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
ML Road Rim,0.0000,4/30/2008 12:00:00 AM,
ML Road Seat Assembly,147.1400,4/30/2008 12:00:00 AM,
ML Road Seat/Saddle,39.1400,5/30/2013 12:00:00 AM,
ML Road Tire,24.9900,5/30/2013 12:00:00 AM,
ML Touring Seat Assembly,147.1400,4/30/2008 12:00:00 AM,
ML Touring Seat/Saddle,39.1400,5/30/2013 12:00:00 AM,
"Mountain Bike Socks, L",9.5000,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"Mountain Bike Socks, M",9.5000,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
Mountain Bottle Cage,9.9900,5/30/2013 12:00:00 AM,
Mountain End Caps,0.0000,4/30/2008 12:00:00 AM,
Mountain Pump,24.9900,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
Mountain Tire Tube,4.9900,5/30/2013 12:00:00 AM,
"Mountain-100 Black, 38",3374.9900,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"Mountain-100 Black, 42",3374.9900,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"Mountain-100 Black, 44",3374.9900,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"Mountain-100 Black, 48",3374.9900,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"Mountain-100 Silver, 38",3399.9900,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"Mountain-100 Silver, 42",3399.9900,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"Mountain-100 Silver, 44",3399.9900,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"Mountain-100 Silver, 48",3399.9900,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"Mountain-200 Black, 38",2294.9900,5/30/2012 12:00:00 AM,
"Mountain-200 Black, 42",2294.9900,5/30/2012 12:00:00 AM,
"Mountain-200 Black, 46",2294.9900,5/30/2012 12:00:00 AM,
"Mountain-200 Silver, 38",2319.9900,5/30/2012 12:00:00 AM,
"Mountain-200 Silver, 42",2319.9900,5/30/2012 12:00:00 AM,
"Mountain-200 Silver, 46",2319.9900,5/30/2012 12:00:00 AM,
"Mountain-300 Black, 38",1079.9900,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
"Mountain-300 Black, 40",1079.9900,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
"Mountain-300 Black, 44",1079.9900,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
"Mountain-300 Black, 48",1079.9900,5/30/2012 12:00:00 AM,5/29/2013 12:00:00 AM
"Mountain-400-W Silver, 38",769.4900,5/30/2013 12:00:00 AM,
"Mountain-400-W Silver, 40",769.4900,5/30/2013 12:00:00 AM,
"Mountain-400-W Silver, 42",769.4900,5/30/2013 12:00:00 AM,
"Mountain-400-W Silver, 46",769.4900,5/30/2013 12:00:00 AM,
"Mountain-500 Black, 40",539.9900,5/30/2013 12:00:00 AM,
"Mountain-500 Black, 42",539.9900,5/30/2013 12:00:00 AM,
"Mountain-500 Black, 44",539.9900,5/30/2013 12:00:00 AM,
"Mountain-500 Black, 48",539.9900,5/30/2013 12:00:00 AM,
"Mountain-500 Black, 52",539.9900,5/30/2013 12:00:00 AM,
"Mountain-500 Silver, 40",564.9900,5/30/2013 12:00:00 AM,
"Mountain-500 Silver, 42",564.9900,5/30/2013 12:00:00 AM,
"Mountain-500 Silver, 44",564.9900,5/30/2013 12:00:00 AM,
"Mountain-500 Silver, 48",564.9900,5/30/2013 12:00:00 AM,
"Mountain-500 Silver, 52",564.9900,5/30/2013 12:00:00 AM,
Paint - Black,0.0000,4/30/2008 12:00:00 AM,
Paint - Blue,0.0000,4/30/2008 12:00:00 AM,
Paint - Red,0.0000,4/30/2008 12:00:00 AM,
Paint - Silver,0.0000,4/30/2008 12:00:00 AM,
Paint - Yellow,0.0000,4/30/2008 12:00:00 AM,
Patch Kit/8 Patches,2.2900,5/30/2013 12:00:00 AM,
Pinch Bolt,0.0000,4/30/2008 12:00:00 AM,
"Racing Socks, L",8.9900,5/30/2013 12:00:00 AM,
"Racing Socks, M",8.9900,5/30/2013 12:00:00 AM,
Rear Brakes,106.5000,5/30/2013 12:00:00 AM,
Rear Derailleur,121.4600,5/30/2013 12:00:00 AM,
Rear Derailleur Cage,0.0000,4/30/2008 12:00:00 AM,
Reflector,0.0000,4/30/2008 12:00:00 AM,
Road Bottle Cage,8.9900,5/30/2013 12:00:00 AM,
Road End Caps,0.0000,4/30/2008 12:00:00 AM,
Road Tire Tube,3.9900,5/30/2013 12:00:00 AM,
"Road-150 Red, 44",3578.2700,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"Road-150 Red, 48",3578.2700,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"Road-150 Red, 52",3578.2700,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
"Road-150 Red, 56",3578.2700,5/31/2011 12:00:00 AM,5/29/2012 12:00:00 AM
